env_id,seed,episodes_logged,mean_reward,final_reward_mean_10,mean_length,mean_violations,success_rate,convergence_episode,convergence_timestep,eval_mean_reward,eval_std_reward,eval_mean_length,eval_mean_violations,eval_success_rate
MiniGrid-LavaGapS5-v0,0,55148,0.27390987887140056,0.7897,5.459001233045623,0.3719083194313484,0.6275295568288968,28834.0,93273.0,0.9442000000000002,0.005400000000000005,6.2,0.0,1.0
MiniGrid-LavaGapS6-v0,0,7346,0.11119571875850802,0.4931249999999999,40.977266539613396,0.37081404846174787,0.3925946093111898,,,0.428125,0.47331320563132395,68.4,0.1,0.45
MiniGrid-LavaGapS7-v0,0,2221,-0.18993053322184345,-0.10500000000000001,135.4822152183701,0.3124718595227375,0.040522287257991896,,,0.0,0.0,186.25,0.05,0.0
MiniGrid-LavaGapS5-v0,1,39259,0.5552465421941465,0.7463,7.66845818793143,0.14468020071830662,0.8499707073537278,7306.0,37031.0,0.9442000000000002,0.0054000000000000055,6.2,0.0,1.0
MiniGrid-LavaGapS6-v0,1,22391,0.38242318342191056,0.63875,13.445089544906436,0.29230494395069445,0.6720110758787012,6096.0,167017.0,0.9471875000000003,0.00418096505008115,8.45,0.0,1.0
MiniGrid-LavaGapS7-v0,1,2302,-0.1605598060249295,0.019795918367346933,130.77237185056472,0.31364031277150306,0.07080799304952215,,,0.0,0.0,186.25,0.05,0.0
MiniGrid-LavaGapS5-v0,2,34486,0.6225555007829263,0.1493000000000001,8.729774401206287,0.08487502174795569,0.9081946297048078,2414.0,33000.0,0.9451,0.0056204981985585635,6.1,0.0,1.0
MiniGrid-LavaGapS6-v0,2,3574,-0.2466581561275881,0.13499999999999995,84.21572467823167,0.4101846670397314,0.03133743704532736,,,0.095625,0.286875,101.7,0.2,0.1
MiniGrid-LavaGapS7-v0,2,2452,-0.13778423277957183,-0.2197448979591837,122.7589722675367,0.31199021207177813,0.12194127243066884,,,0.0,0.0,176.5,0.1,0.0
MiniGrid-LavaGapS5-v0,3,37235,0.6493750503558479,0.7852,8.085188666577146,0.06945078555122869,0.9279441385792937,3253.0,28990.0,0.9451,0.0056204981985585635,6.1,0.0,1.0
MiniGrid-LavaGapS6-v0,3,12185,0.1824538366844481,0.15374999999999991,24.699138284776364,0.39909725071809604,0.47583093967993434,7710.0,202081.0,0.426875,0.4719354265945713,54.3,0.2,0.45
MiniGrid-LavaGapS7-v0,3,2401,-0.16474003178947547,-0.155,125.37026239067055,0.3394418992086631,0.07580174927113703,,,0.0,0.0,176.5,0.1,0.0
MiniGrid-LavaGapS5-v0,4,22924,0.1604032455068923,0.6941999999999999,13.13204501832141,0.3951753620659571,0.527831094049904,10281.0,46659.0,0.7112999999999999,0.4106837104147181,29.3,0.0,0.75
MiniGrid-LavaGapS6-v0,4,7167,0.12774434910004187,0.32999999999999996,42.00362773824473,0.34491419003767265,0.4102134784428631,,,0.42781249999999993,0.4729663497213623,68.45,0.1,0.45
MiniGrid-LavaGapS7-v0,4,2225,-0.20612153175877088,-0.07617346938775511,135.25393258426968,0.3110112359550562,0.03191011235955056,,,0.0,0.0,166.75,0.15,0.0
