env_id,seed,episodes_logged,mean_reward,final_reward_mean_10,mean_length,mean_violations,success_rate,convergence_episode,convergence_timestep,eval_mean_reward,eval_std_reward,eval_mean_length,eval_mean_violations,eval_success_rate
MiniGrid-LavaGapS5-v0,0,34540,0.8673234221192819,0.9433,8.71580775911986,0.04386218876664737,0.9517371163867979,444.0,18406.0,0.9442000000000002,0.005400000000000005,6.2,0.0,1.0
MiniGrid-LavaGapS6-v0,0,8104,0.7132342053307008,0.91875,37.14856860809477,0.03998025666337611,0.8044175715695953,1874.0,172881.0,0.9425000000000001,0.009395810236483042,9.2,0.0,1.0
MiniGrid-LavaGapS7-v0,0,1630,-0.025574057843996488,-0.03,184.61656441717793,0.08895705521472393,0.00245398773006135,,,0.0,0.0,196.0,0.0,0.0
MiniGrid-LavaGapS5-v0,1,32010,0.8846369259606371,0.9388,9.404998437988128,0.02499218994064355,0.9641986879100282,408.0,20674.0,0.3766,0.4612652599101736,6.8,0.6,0.4
MiniGrid-LavaGapS6-v0,1,16255,0.8621739464780068,0.9106249999999999,18.518363580436787,0.016671793294370962,0.9383574284835435,1185.0,106462.0,0.9471875000000003,0.00418096505008115,8.45,0.0,1.0
MiniGrid-LavaGapS7-v0,1,2536,0.34064411253460375,0.7173469387755103,118.64747634069401,0.06979495268138801,0.4250788643533123,1623.0,232122.0,0.5699234693877552,0.46534839907633413,84.95,0.0,0.6
MiniGrid-LavaGapS5-v0,2,29924,0.8809925143697367,0.7867,10.060386311990376,0.022557144766742414,0.9591966314663815,734.0,45753.0,0.80185,0.33686559263302623,20.35,0.0,0.85
MiniGrid-LavaGapS6-v0,2,17988,0.8759436846786746,0.9362499999999999,16.736324216144094,0.014565265732710697,0.9518012008005337,710.0,70632.0,0.9475000000000001,0.0041457809879442585,8.4,0.0,1.0
MiniGrid-LavaGapS7-v0,2,3496,0.5236602764675665,0.798061224489796,86.0775171624714,0.05205949656750572,0.6281464530892449,1048.0,135373.0,0.5229081632653061,0.4729995772328702,94.1,0.0,0.55
MiniGrid-LavaGapS5-v0,3,30818,0.886087935622039,0.8676999999999999,9.768803945745992,0.02148095268998637,0.9668375624634954,328.0,12874.0,0.9451,0.0056204981985585635,6.1,0.0,1.0
MiniGrid-LavaGapS6-v0,3,19343,0.8829111306415759,0.943125,15.563976632373468,0.015716279791138914,0.9587447655482604,626.0,64084.0,0.7099999999999999,0.40993711407970856,42.4,0.0,0.75
MiniGrid-LavaGapS7-v0,3,4726,0.6423175745118191,0.9228571428571429,63.67795175624207,0.04422344477359289,0.7319085907744393,1160.0,171151.0,0.7107397959183673,0.41041979792898636,57.55,0.0,0.75
MiniGrid-LavaGapS5-v0,4,8138,0.5853677807815187,0.7397,36.98599164413861,0.049029245514868515,0.645367412140575,414.0,21534.0,0.7112999999999999,0.4106837104147181,29.3,0.0,0.75
MiniGrid-LavaGapS6-v0,4,4308,0.47217241179201486,0.6599999999999999,69.87627669452182,0.053156917363045494,0.5401578458681523,1327.0,123390.0,0.52125,0.4715019220533464,69.4,0.0,0.55
MiniGrid-LavaGapS7-v0,4,3217,0.47855192123476686,0.9173469387755102,93.58066521603979,0.05968293441094187,0.5927883120920112,1462.0,230457.0,0.8040816326530613,0.3379114410968599,39.4,0.0,0.85
