env_id,seed,episodes_logged,mean_reward,final_reward_mean_10,mean_length,mean_violations,success_rate,convergence_episode,convergence_timestep,eval_mean_reward,eval_std_reward,eval_mean_length,eval_mean_violations,eval_success_rate
MiniGrid-LavaGapS5-v0,0,32411,0.8763879855604578,0.9442,9.288636574002654,0.028138594921477276,0.9634383388355805,297.0,14746.0,0.9442000000000002,0.005400000000000005,6.2,0.0,1.0
MiniGrid-LavaGapS6-v0,0,14433,0.8399410205778424,0.930625,20.858865100810643,0.01863784383011155,0.9214300561213885,650.0,62396.0,0.9471875000000001,0.00418096505008115,8.45,0.0,1.0
MiniGrid-LavaGapS7-v0,0,1697,-0.009521905403292726,0.07520408163265306,177.38951090159105,0.10430170889805539,0.07071302298173247,,,0.0,0.0,196.0,0.0,0.0
MiniGrid-LavaGapS5-v0,1,33238,0.8817499548709309,0.946,9.057554606173657,0.02545279499368193,0.9651904446717612,355.0,21314.0,0.9442000000000002,0.0054000000000000055,6.2,0.0,1.0
MiniGrid-LavaGapS6-v0,1,12084,0.811413335815955,0.9106249999999999,24.912859980139025,0.021433300231711354,0.9080602449520027,1230.0,129515.0,0.9359374999999999,0.012480453467322405,10.25,0.0,1.0
MiniGrid-LavaGapS7-v0,1,3576,0.5154055665890517,0.6246938775510205,84.17002237136465,0.05760626398210291,0.618847874720358,1227.0,180522.0,0.8499489795918367,0.2835353732650386,30.5,0.0,0.9
MiniGrid-LavaGapS5-v0,2,29318,0.8770936625963573,0.9423999999999999,10.268401664506447,0.020601678149942015,0.9601951019851286,677.0,41187.0,0.9451,0.0056204981985585635,6.1,0.0,1.0
MiniGrid-LavaGapS6-v0,2,5786,0.599511752506049,0.9081249999999998,52.02765295540961,0.038368475630833045,0.6873487729001037,996.0,93518.0,0.9325000000000001,0.02558686186307337,10.8,0.0,1.0
MiniGrid-LavaGapS7-v0,2,4986,0.662462343541508,0.9279081632653062,60.378860810268755,0.03469715202567188,0.7699558764540714,1374.0,201414.0,0.9451275510204082,0.012698317477675867,11.95,0.0,1.0
MiniGrid-LavaGapS5-v0,3,34066,0.8909189514471907,0.2994,8.837374508307404,0.020783185580931132,0.9755474666823225,322.0,15061.0,0.71085,0.410421280515521,29.35,0.0,0.75
MiniGrid-LavaGapS6-v0,3,19361,0.8844313310262899,0.94625,15.549300139455607,0.012602654821548473,0.9590413718299675,906.0,97109.0,0.8996875,0.20643433996975893,15.25,0.0,0.95
MiniGrid-LavaGapS7-v0,3,1616,-0.03596654627197413,0.0,186.19430693069307,0.07363861386138613,0.0024752475247524753,,,0.0,0.0,196.0,0.0,0.0
MiniGrid-LavaGapS5-v0,4,18011,0.8083820443062572,0.9099999999999999,16.715007495419467,0.02565099106101827,0.8938426517128422,407.0,20789.0,0.9455499999999999,0.00602058967211685,6.05,0.0,1.0
MiniGrid-LavaGapS6-v0,4,5094,0.5495877502944642,0.8949999999999999,59.09776207302709,0.04259913623871221,0.6383981154299175,1659.0,195088.0,0.940625,0.01303540850913389,9.5,0.0,1.0
MiniGrid-LavaGapS7-v0,4,9893,0.8311851092402999,0.8022448979591836,30.43121398968968,0.01890225411907409,0.9205498837561913,688.0,96258.0,0.9469642857142858,0.010717291852332065,11.55,0.0,1.0
